,id,price
1,338735101,326.0
2,621861882,326.0
3,473363314,327.0
4,450523266,334.0
5,529059166,335.0
6,604944046,336.0
7,274972610,336.0
8,481099403,337.0
9,664971709,337.0
10,477882128,338.0
11,713565276,339.0
12,766076378,340.0
13,689542985,342.0
14,859140950,344.0
15,480886622,345.0
16,841028436,345.0
17,367647458,348.0
18,806877484,351.0
19,608142160,351.0
20,655360168,351.0
21,553386041,351.0
22,995812409,352.0
23,141957806,353.0
24,860881112,353.0
25,399677144,353.0
26,350859449,354.0
27,113348420,355.0
28,710482492,357.0
29,649633036,357.0
30,956673670,357.0
31,911576768,402.0
32,324360180,402.0
33,572975563,402.0
34,993887272,402.0
35,302781466,402.0
36,350152082,402.0
37,623478543,402.0
38,306302214,402.0
39,341108283,403.0
40,434732955,403.0
41,320284861,403.0
42,363562633,403.0
43,128452904,403.0
44,773294346,403.0
45,769036432,403.0
46,241318550,403.0
47,580181685,403.0
48,840317740,403.0
49,150530288,404.0
50,160980146,404.0
51,616834959,404.0
52,364551514,404.0
53,464294127,404.0
54,322895609,404.0
55,957858596,404.0
56,549613735,405.0
57,193523634,405.0
58,733075631,405.0
59,881249601,405.0
60,763604150,405.0
61,321881378,552.0
62,141563344,552.0
63,748298052,552.0
64,678506276,552.0
65,969465947,552.0
66,215784909,553.0
67,376826582,553.0
68,641142828,553.0
69,937431358,553.0
70,846506377,553.0
71,171060739,553.0
72,589108610,554.0
73,939053312,554.0
74,964209708,554.0
75,399146470,554.0
76,978294393,554.0
77,570331115,554.0
78,620724644,554.0
79,273834380,554.0
80,572322453,554.0
81,277784825,554.0
82,484405427,554.0
83,814708651,554.0
84,854169359,554.0
85,898731339,554.0
86,320197116,554.0
87,838965334,554.0
88,232198362,554.0
89,652896553,554.0
90,247653792,554.0
91,167300492,2757.0
92,733700840,2757.0
93,894969821,2757.0
94,408090465,2759.0
95,245694419,2759.0
96,715581717,2759.0
97,494654053,2759.0
98,619183210,2759.0
99,899011298,2760.0
100,520444916,2760.0
101,763648471,2760.0
102,652221553,2760.0
103,199694815,2760.0
104,150679844,2760.0
105,368290375,2760.0
106,673456702,2760.0
107,473793322,2760.0
108,824656414,2761.0
109,617594419,2761.0
110,978615758,2761.0
111,609860738,2761.0
112,300099829,2761.0
113,731070834,2761.0
114,540978038,2762.0
115,112890407,2762.0
116,190877222,2762.0
117,150571510,2762.0
118,873348284,2762.0
119,429371971,2762.0
120,716222056,2762.0
121,890646193,2762.0
122,778867800,2762.0
123,745203141,2762.0
124,252890270,2762.0
125,157306328,2762.0
126,538219930,2762.0
127,456317412,2763.0
128,188525537,2763.0
129,864062417,2763.0
130,930626313,2763.0
131,503899639,2763.0
132,193467258,2764.0
133,908183881,2764.0
134,394076000,2765.0
135,265695447,2765.0
136,728668755,2765.0
137,594775487,2765.0
138,435846347,2765.0
139,655546591,2765.0
140,906919203,2766.0
141,124491279,2766.0
142,638721541,2766.0
143,549844610,2767.0
144,182179728,2767.0
145,919885049,2767.0
146,192236773,2767.0
147,383399446,2768.0
148,234773742,2768.0
149,486744008,2768.0
150,779501134,2768.0
151,164388495,2768.0
152,617234543,2769.0
153,812978227,2770.0
154,199815421,2770.0
155,288063292,2770.0
156,490594320,2770.0
157,659532930,2770.0
158,756983435,2770.0
159,575546813,2770.0
160,601459520,2770.0
161,776516008,2770.0
162,450953335,2771.0
163,587909119,2771.0
164,773073296,2771.0
165,244013465,2771.0
166,157797215,2772.0
167,993044512,2772.0
168,750266739,2772.0
169,408201059,2772.0
170,881869166,2772.0
171,807660784,2773.0
172,672205092,2773.0
173,657228184,2774.0
174,387241780,2774.0
175,870885335,2774.0
176,792277495,2774.0
177,737413738,2775.0
178,425422408,2776.0
179,285970718,2776.0
180,680930661,2776.0
181,609341819,2776.0
182,652502794,2776.0
183,153136688,2776.0
184,689268418,2776.0
185,270665148,2776.0
186,299319096,2776.0
187,670223446,2777.0
188,374592987,2777.0
189,832209844,2777.0
190,470769340,2777.0
191,441828948,2777.0
192,242849121,2777.0
193,760551291,2777.0
194,326076200,2777.0
195,486666826,2777.0
196,384221946,2777.0
197,189169960,2777.0
198,606654576,2777.0
199,419632659,2777.0
200,718793859,2777.0
201,969620574,2777.0
202,294270693,2777.0
203,541050742,2777.0
204,508131334,2777.0
205,508576717,2777.0
206,898706993,2777.0
207,939468643,2777.0
208,362897065,2778.0
209,638911442,2779.0
210,446732115,2779.0
211,864327157,2780.0
212,290845081,2780.0
213,286900166,2780.0
214,615880117,2780.0
215,804276234,2780.0
216,750812635,2781.0
217,995271647,2781.0
218,291793594,2781.0
219,327986978,2782.0
220,667460601,2782.0
221,390097900,2782.0
222,675921623,2782.0
223,659739665,2782.0
224,436681526,2782.0
225,740239285,2782.0
226,652818046,2782.0
227,792986654,2782.0
228,687705341,2782.0
229,677344367,2782.0
230,909377275,2783.0
231,924862764,2784.0
232,218359491,2784.0
233,565811166,2787.0
234,732884936,2787.0
235,888438676,2787.0
236,978318343,2788.0
237,696496424,2788.0
238,215128532,2788.0
239,782646608,2788.0
240,380251918,2788.0
241,195219841,2788.0
242,262807135,2788.0
243,212833953,2788.0
244,287927623,2789.0
245,674729619,2789.0
246,198486902,2789.0
247,198272333,2789.0
248,778350477,2789.0
249,513158737,2789.0
250,761276965,2789.0
251,269302274,2789.0
252,968096005,2789.0
253,827726536,2789.0
254,376792160,2789.0
255,113611377,2789.0
256,508600542,2789.0
257,197652338,2790.0
258,674099154,2790.0
259,740214850,2790.0
260,193486886,2790.0
261,116266981,2790.0
262,720273710,2791.0
263,627956421,2791.0
264,726242595,2792.0
265,843445351,2792.0
266,436477531,2792.0
267,420633914,2792.0
268,203746126,2792.0
269,593916244,2792.0
270,660748213,2792.0
271,129561558,2793.0
272,267344748,2793.0
273,928744291,2793.0
274,567601176,2793.0
275,262567069,2793.0
276,438809430,2794.0
277,953081852,2795.0
278,347317363,2795.0
279,382886056,2795.0
280,633480515,2795.0
281,601982242,2795.0
282,908239333,2795.0
283,752635945,2795.0
